type	latitude	longitude	altitude (m)	name
T	-3.320233860	34.032683070	1265.3	
T	-6.806286300	38.657851850	34.8	
T	-5.964102410	35.311105500	835.4	
T	-8.657559800	36.425756670	331.4	
T	-10.836310080	39.862082950	174.4	
T	-10.203022070	38.845785360	379.0	
T	-5.885572341	35.149669124	843.0	
T	-3.311202500	37.388061960	1055.6	
T	-9.537263010	33.831668810	500.0	
T	-3.179263390	37.086361830	1315.3	
T	-4.670479980	34.577226190	1452.2	
T	-3.305841250	36.826139460	1657.8	
T	-10.367213010	40.081331340	121.4	
T	-10.278597620	38.987947400	401.1	
T	-5.030004140	34.772549250	1564.2	
T	-4.629679880	34.359105160	1416.0	
T	-5.885572341	35.149669124	843.0	
T	-5.473173890	35.841438980	1176.8	
T	-8.802762230	32.706332580	1432.9	
T	-10.066015210	38.930818290	338.5	
T	-3.347227430	36.648708590	1439.8	
T	-3.022994350	33.303967060	1198.5	
T	-1.594390910	34.061344840	1202.7	
T	-5.739950980	34.842584350	1282.8	
T	-3.383428770	36.756851870	1324.1	
T	-10.485031930	35.686285050	1046.1	
T	-1.458252400	31.751180040	1186.1	
T	-10.412867160	35.325247510	1030.7	
T	-4.667644830	30.296061400	1131.5	
T	-9.594294100	34.750951130	2093.1	
T	-5.291669650	39.060562060	14.3	
T	-3.845932260	32.128711930	1191.4	
T	-9.017657390	33.079612880	1678.9	
T	-4.589508300	32.251320070	1123.8	
T	-4.192526890	35.540546780	1711.3	
T	-9.511894620	33.697435370	574.3	
T	-9.314528850	33.062280140	1421.0	
T	-4.291868370	33.783879700	1124.6	
T	-4.044267320	32.465466160	1201.4	
T	-3.745142880	32.453943630	1290.5	
T	-4.808042020	29.646478150	884.2	
T	-6.682599730	38.694450940	29.2	
T	-3.150543410	36.881826240	1429.0	
T	-8.849242820	32.040716720	1542.6	
T	-7.671133480	35.418978350	968.9	
T	-4.685798280	35.946205080	1217.7	
T	-4.775051630	38.839221780	261.1	
T	-3.203822670	35.273368250	1898.1	
T	-10.372437980	39.767908390	104.7	
T	-2.800016010	36.361378870	1102.9	
T	-10.004660210	38.984188610	341.8	
T	-4.731066780	29.745206540	1030.6	
T	-9.200383490	34.564611200	1984.9	
T	-5.048515510	32.920256290	1253.1	
T	-6.285036640	35.510367310	1016.0	
T	-5.097140310	32.635735260	1155.5	
T	-4.747393100	38.364315600	1599.1	
T	-11.311964360	36.957085750	746.3	
T	-5.052175140	30.964033370	1065.1	
T	-6.337430090	31.171463700	1157.5	
T	-4.479148210	29.978502310	1462.6	
T	-3.251582880	37.180052770	1249.3	
T	-9.590334170	34.752636390	2128.2	
T	-4.969461670	38.310732990	405.4	
T	-10.847280090	39.103725910	339.9	
T	-2.967073700	30.831308750	1355.4	
T	-3.195517800	37.122802370	1424.0	
T	-2.677760960	30.666835190	1480.1	
T	-6.060584980	36.966426490	1081.4	
T	-3.601470670	30.507950160	1268.6	
T	-10.713827480	35.791613240	858.6	
T	-9.696088460	34.685646760	2051.0	
T	-5.928750280	36.722901090	1450.7	
T	-3.251784750	36.907439050	1503.3	
T	-9.491250940	34.782489800	2128.2	
T	-7.354193150	35.494756060	733.4	
T	-3.028290450	33.567236380	1268.3	
T	-1.185311360	34.075342210	1302.8	
T	-3.303954040	37.348540750	979.8	
T	-7.516045540	31.051380480	1534.1	
T	-5.885572341	35.149669124	843.0	
T	-7.709726950	36.942224600	387.5	
T	-10.900922700	37.799931350	406.0	
T	-8.955817330	33.005900910	1560.6	
T	-3.249073030	36.966026000	1321.9	
T	-7.505542400	31.049261220	1540.5	
T	-10.587058780	36.334083150	1027.0	
T	-6.812139510	30.489925540	805.9	
T	-3.730953400	33.350618460	1173.6	
T	-4.172507420	32.787401040	1209.3	
T	-10.165510010	38.504912530	294.7	
T	-8.992826710	33.314011090	1371.1	
T	-10.599009360	37.827346230	507.6	
T	-10.683235830	35.449927090	1009.5	
T	-7.910275580	39.660711290	9.5	
T	-3.184957520	33.349755560	1217.6	
T	-4.478571860	30.280503020	1327.1	
T	-9.492063270	33.683314940	585.0	
T	-5.885572341	35.149669124	843.0	
T	-9.376237270	39.435406230	79.0	
T	-3.513945650	37.674239290	716.4	
T	-1.478941390	30.859764150	1297.1	
T	-8.703148910	34.759771470	1277.6	
T	-3.668821440	33.684520760	1162.2	
T	-9.859271780	34.744175710	1589.3	
T	-8.966012470	33.962864010	2094.9	
T	-9.682806610	34.680058290	2041.9	
T	-3.304129770	37.424375540	1444.9	
T	-11.112617000	34.922916350	1544.4	
T	-2.957456060	30.903832030	1384.3	
T	-8.832485290	33.239272030	1231.7	
T	-3.331745050	35.287315410	1079.1	
T	-5.087215810	32.233604530	1135.9	
T	-9.478230720	34.812797910	2086.5	
T	-3.338429900	32.030309860	1225.4	
T	-4.323271120	38.020820750	1191.6	
T	-8.417484600	33.158177800	1210.5	
T	-9.531128640	35.086953880	1674.1	
T	-9.425826530	33.943784820	522.6	
T	-3.333085710	36.698427150	1566.3	
T	-1.010716780	31.769912850	1160.9	
T	-5.021748810	32.807305110	1211.7	
T	-9.973752980	34.634340220	1311.4	
T	-1.825468440	31.159097800	1532.0	
T	-1.246190660	34.081316860	1345.5	
T	-6.897695770	36.912804080	562.0	
T	-4.639313250	38.074834080	454.4	
T	-3.761347530	37.611021440	980.1	
T	-2.657638700	31.300335460	1436.6	
T	-3.509494200	33.489533810	1162.8	
T	-6.239476710	35.995817650	1056.4	
T	-6.782089120	38.861471330	143.3	
T	-4.390185190	32.515181170	1189.8	
T	-3.108889140	32.954880630	1207.4	
T	-4.576487000	38.348094720	1364.7	
T	-5.885572341	35.149669124	843.0	
T	-7.955492670	36.853356210	306.6	
T	-10.658128280	35.484641440	1003.8	
T	-2.441560660	32.152156420	1204.2	
T	-3.606239820	32.185483680	1181.7	
T	-9.272313790	32.696736110	1688.0	
T	-3.627179450	30.638231530	1420.7	
T	-8.823160060	34.191366800	1095.7	
T	-3.546199000	36.108128090	1081.9	
T	-8.677592940	34.923418800	1632.4	
T	-9.218275020	34.745386470	1895.8	
T	-10.990487650	35.602885600	798.0	
T	-9.073850910	35.245556590	1194.1	
T	-5.145605890	34.986060170	1524.9	
T	-3.225381850	32.011335490	1217.6	
T	-9.220019110	34.103064980	2368.4	
T	-3.522285420	34.000973300	1159.1	
T	-8.138615150	36.689124600	254.7	
T	-9.352005500	33.530428260	1318.6	
T	-10.866482800	39.108244300	337.7	
T	-9.337630300	34.566843150	2145.8	
T	-6.889944480	37.869600750	336.5	
T	-9.157661120	33.212798610	1974.7	
T	-7.064274290	37.958830850	141.9	
T	-1.740375000	31.624278380	1455.0	
T	-8.850776240	34.006992580	1181.0	
T	-8.388710730	39.281710000	11.1	
T	-4.040026010	37.706045060	918.0	
T	-3.303582410	37.273399280	1034.5	
T	-4.335831180	35.832915050	1267.5	
T	-3.223457020	37.251150640	1371.4	
T	-2.577294500	33.129402850	1230.1	
T	-4.835553350	33.115188940	1244.1	
T	-3.711235120	35.925718150	1010.2	
T	-10.988112400	34.931086960	1603.9	
T	-3.144553870	37.610941060	1431.1	
T	-6.532616220	38.993185770	31.7	
T	-10.547966050	35.598180300	1097.5	
T	-8.140143060	36.653702440	261.7	
T	-9.275823250	33.895928920	838.5	
T	-10.795495230	36.962470560	807.7	
T	-2.452488860	30.654258980	1382.6	
T	-8.948030980	34.779712330	1660.0	
T	-3.696963010	33.422458830	1137.4	
T	-10.806899630	39.837576460	221.8	
T	-7.102952000	31.169227050	956.9	
T	-7.239745780	37.917179580	114.0	
T	-5.159776150	31.162104440	1068.4	
T	-2.156057120	33.387911190	1149.8	
T	-9.312477220	33.654516120	1282.7	
T	-10.517394850	35.262578800	1058.0	
T	-10.277156280	35.861151540	951.1	
T	-4.553599850	35.786750130	1215.3	
T	-5.054345690	31.797456820	1089.0	
T	-2.569257550	33.377946540	1155.3	
T	-6.958411890	39.094752340	114.1	
T	-1.697568200	33.850154830	1249.8	
T	-1.632768810	31.526119670	1359.9	
T	-5.157436720	34.855390180	1526.1	
T	-9.386024720	35.295770270	1582.3	
T	-3.351266810	36.799667450	1388.7	
T	-8.176417230	31.832354530	2055.9	
T	-10.632188550	35.450481490	1047.6	
T	-9.633275890	33.936616640	483.1	
T	-2.563046270	36.757040480	1373.1	
T	-5.730234290	35.500431440	986.3	
T	-3.265455900	37.646806460	1102.8	
T	-7.593768340	31.263112150	1742.6	
T	-3.240090790	32.255548990	1266.6	
T	-4.772535230	34.855819670	1570.0	
T	-5.885572341	35.149669124	843.0	
T	-10.546916510	35.614327990	1110.0	
T	-9.329699370	34.723609290	1957.6	
T	-1.904930760	34.011100190	1365.6	
T	-7.790850670	37.035586750	279.1	
T	-1.384486870	34.183521840	1238.4	
T	-4.988613250	34.865045680	1594.5	
T	-3.610686650	31.996596970	1179.4	
T	-6.095237860	36.900190740	1174.3	
T	-10.865608230	39.025391710	283.3	
T	-5.885572341	35.149669124	843.0	
T	-1.244841340	31.843905250	1237.1	
T	-7.162493330	37.287256780	586.5	
T	-6.226605480	35.601082300	1122.2	
T	-6.451095920	38.898837990	23.0	
T	-3.452963690	30.677883410	1378.5	
T	-4.155659000	35.893489930	1212.6	
T	-6.358836820	36.626327750	1041.3	
T	-10.558444340	38.029362870	476.2	
T	-1.222541650	30.671093170	1389.6	
T	-3.553558700	36.108935040	1080.4	
T	-6.316300750	35.583024600	1062.4	
T	-6.425740120	36.481316440	864.4	
T	-3.355137520	37.490618930	1083.0	
T	-4.291647240	35.526662160	1653.9	
T	-9.153618720	32.943262160	1544.7	
T	-7.355663570	39.159461400	64.2	
T	-3.389370310	36.762949930	1293.7	
T	-9.214068840	33.670608190	1511.7	
T	-4.947876380	38.087878370	485.8	
T	-6.162959790	37.680214750	364.4	
T	-4.882953540	38.291737050	449.0	
T	-8.013928650	35.491807940	1809.4	
T	-9.212893720	33.838127030	1455.4	
T	-4.537212560	29.750930970	1632.6	
T	-7.017848940	36.439048880	1134.2	
T	-4.025045890	32.907529520	1153.0	
T	-9.554712100	34.598184940	2252.0	
T	-4.392054800	37.940518500	1637.2	
T	-9.274289660	35.021692730	1758.8	
T	-6.040787360	37.032689980	1021.3	
T	-8.707370140	33.284007760	1018.4	
T	-1.275056530	30.936464670	1650.2	
T	-5.885572341	35.149669124	843.0	
T	-3.132746230	34.312298400	1370.3	
T	-9.098155700	32.830797910	1403.1	
T	-11.164940820	37.480130640	527.8	
T	-1.366590330	34.416712410	1631.0	
T	-1.289054660	30.716727420	1372.0	
T	-4.597326110	38.073581710	485.3	
T	-2.909547500	33.599338250	1254.5	
T	-9.565291690	33.737593540	548.0	
T	-3.329648840	32.266104710	1297.3	
T	-6.380577580	37.339986360	437.3	
T	-8.312731820	38.986367070	208.7	
T	-5.885572341	35.149669124	843.0	
T	-6.379006390	31.173895350	1161.7	
T	-9.668817270	34.821281280	1762.1	
T	-3.033381540	34.185047440	1357.0	
T	-8.832131170	34.667129810	1438.1	
T	-1.533499780	30.841851150	1347.5	
T	-8.677747900	34.304965540	1056.0	
T	-8.825377680	33.853596890	1200.8	
T	-5.885572341	35.149669124	843.0	
T	-10.824462910	35.511128960	1009.2	
T	-4.849140070	29.898452190	1041.0	
T	-5.885572341	35.149669124	843.0	
T	-2.539711200	31.655534850	1170.2	
T	-3.811727360	37.704834860	821.5	
T	-8.519192890	33.010528350	824.6	
T	-3.243353460	36.923102350	1412.3	
T	-5.736488760	34.839357670	1280.0	
T	-3.567949980	34.023299400	1151.1	
T	-7.550026070	39.129009190	132.0	
T	-4.370172260	37.899098260	1487.6	
T	-2.101040390	33.059362570	1170.6	
T	-7.752686220	36.388785060	1411.5	
T	-5.183654150	32.091755270	1116.1	
T	-1.725800010	33.878004880	1301.3	
T	-3.386450830	37.556025430	853.8	
T	-8.653159150	31.667565670	1815.9	
T	-4.134064600	32.871903050	1203.7	
T	-1.391322280	31.605146620	1164.8	
T	-3.356901450	37.338562400	832.2	
T	-2.850433830	30.537315410	1515.6	
T	-8.112522120	36.698399230	261.2	
T	-1.232408520	34.225786220	1378.1	
T	-3.429172850	32.243774560	1220.5	
T	-7.908784700	31.534223310	1834.4	
T	-3.574145760	37.623619030	753.6	
T	-8.795963330	33.811020270	1185.6	
T	-3.295049580	37.420911400	1504.4	
T	-8.132493910	36.675164750	264.4	
T	-5.359189630	33.144289390	1200.1	
T	-6.679601360	37.383937860	394.9	
T	-2.811081220	33.364628150	1233.0	
T	-2.913902870	33.359582080	1178.0	
T	-9.457332150	33.891631280	497.1	
T	-10.513393230	38.964199460	293.2	
T	-8.919549700	32.980137800	1627.5	
T	-4.183714070	33.947148500	1062.8	
T	-10.765911440	39.260261490	642.9	
T	-4.477765810	29.840174000	1621.6	
T	-4.608522480	30.041145670	1617.7	
T	-4.734704370	34.669219520	1457.3	
T	-1.318371400	34.075810480	1244.1	
T	-3.268739720	37.529445360	1614.4	
T	-9.541133440	33.845158340	496.9	
T	-3.943482600	37.720995680	1230.7	
T	-3.020251860	37.583162760	1640.4	
T	-8.035657470	31.419126900	1740.8	
T	-1.307497970	31.832552160	1184.5	
T	-3.731934670	33.027872700	1195.9	
T	-5.885572341	35.149669124	843.0	
T	-11.043130720	39.303948620	197.6	
T	-3.667290110	33.667835190	1150.2	
T	-3.886277950	34.290564160	1058.5	
T	-5.583155730	30.397295880	1320.3	
T	-5.773975910	38.687678240	67.0	
T	-8.976171990	35.834814640	319.0	
T	-9.257501730	33.238197090	1837.0	
T	-7.104348760	36.489771490	1133.4	
T	-1.058408790	31.344100790	1177.8	
T	-4.239346490	35.618576490	1650.5	
T	-9.167258730	33.536540260	1354.1	
T	-7.707730190	31.145568910	1661.5	
T	-4.140386720	37.824548340	1079.3	
T	-3.015345840	34.019274120	1315.4	
T	-4.882836690	29.680666280	846.6	
T	-2.731463390	33.357476970	1234.5	
T	-9.197578270	34.062740290	2300.7	
T	-6.156159540	36.340700090	907.2	
T	-5.070203920	32.068207140	1118.4	
T	-3.271478540	37.173866750	1173.2	
T	-8.452038230	33.285486430	1318.2	
T	-10.124324860	39.277117690	712.3	
T	-10.793649510	38.618325640	370.2	
T	-4.033833280	34.525660630	1079.7	
T	-3.529731330	32.684420440	1168.7	
T	-4.327379800	38.105556650	513.8	
T	-7.760935040	35.491171860	1538.3	
T	-3.613388520	30.748108160	1427.0	
T	-2.581434430	32.783014830	1187.9	
T	-7.404325290	39.037297480	116.2	
T	-9.354229490	34.022421350	2138.5	
T	-4.047806540	35.230095490	1936.2	
T	-10.551472720	39.732978360	286.5	
T	-7.683638850	39.207201550	56.7	
T	-4.446058310	30.116979720	1564.7	
T	-11.223682290	38.586829070	191.8	
T	-9.862540170	39.078219720	258.7	
T	-4.361395270	37.826721240	678.9	
T	-8.118740110	36.688709490	262.1	
T	-3.262461640	35.264915140	1675.5	
T	-7.510067960	31.037352210	1540.7	
T	-5.740919920	34.856541080	1282.3	
T	-8.779894210	36.354624780	300.9	
T	-8.263523530	35.931252410	1820.5	
T	-5.107039540	35.825200020	1198.8	
T	-5.000598780	34.753586300	1558.2	
T	-2.675267990	30.576634960	1383.5	
T	-3.985294040	35.274781030	1928.5	
T	-9.075383800	35.242770180	1196.6	
T	-5.099326750	38.854951160	151.8	
T	-4.817518800	38.293922430	1368.7	
T	-3.312078160	36.570625340	1554.6	
T	-10.355806470	39.059942140	320.2	
T	-4.745419700	38.337718000	1699.1	
T	-4.473012230	29.974193080	1455.9	
T	-3.362738700	36.791580440	1419.9	
T	-9.094786410	34.848117330	1796.8	
T	-9.587886140	34.747628080	2121.9	
T	-4.759188790	34.520011650	1495.0	
T	-9.295966190	33.146618720	1633.9	
T	-5.007169170	32.793253220	1201.9	
T	-10.481190400	39.025270590	277.7	
T	-9.340122860	39.568893450	121.9	
T	-3.146255620	37.045843910	1361.9	
T	-3.298187220	37.478471940	1515.2	
T	-2.547143970	32.407229090	1204.2	
T	-2.133148780	35.775200120	1252.7	
T	-7.528461490	35.477195110	784.5	
T	-3.769363460	32.969840010	1180.1	
T	-3.659083220	32.560973570	1201.6	
T	-9.302947360	33.649192900	1302.7	
T	-4.511567330	35.463466100	1688.7	
T	-3.396397160	33.482885870	1211.2	
T	-2.994080260	35.960886780	918.4	
T	-3.249670110	37.589423860	1781.3	
T	-8.090086660	36.688866960	280.9	
T	-9.135033450	34.018101630	2548.1	
T	-4.230188750	37.849440310	888.3	
T	-4.768547970	32.396290340	1116.0	
T	-9.280064930	34.587409320	2046.0	
T	-4.479628120	34.194025880	1118.1	
T	-5.671826310	36.464251260	1473.2	
T	-5.132818070	34.768737550	1529.9	
T	-5.885572341	35.149669124	843.0	
T	-4.794297910	38.214262180	522.2	
T	-5.803221390	36.124556040	1017.1	
T	-2.372045400	34.708388550	1402.9	
T	-4.441808180	34.224260980	1125.2	
T	-9.725660800	39.583258490	97.8	
T	-9.769833760	34.520473650	1793.6	
T	-6.543206610	38.846289760	31.1	
T	-11.496389180	37.368809880	406.3	
T	-1.210110210	31.832733480	1237.9	
T	-4.717802220	35.916592200	1294.0	
T	-8.839794130	34.162369990	1072.6	
T	-1.303949740	30.716374890	1358.9	
T	-8.994915570	32.878404240	1561.1	
T	-3.676787250	32.462174820	1229.3	
T	-5.003146910	34.762497290	1569.7	
T	-4.472933170	35.366730930	1920.9	
T	-8.990320990	32.095697240	1684.3	
T	-5.241985520	35.346988380	1299.7	
T	-4.584928570	34.518016580	1427.7	
T	-10.472304930	38.916463740	306.7	
T	-5.373463930	39.013316270	35.5	
T	-3.304727670	37.156500010	987.0	
T	-4.102911040	32.853507410	1167.7	
T	-8.128559730	36.674256530	260.1	
T	-7.384111480	35.474163780	739.9	
T	-5.414244550	38.978393320	6.7	
T	-4.793011660	34.649772990	1492.0	
T	-6.304719990	37.458784550	405.6	
T	-9.901667360	35.098471990	1034.5	
T	-8.990610930	33.056067740	1611.7	
T	-2.647571220	30.469932910	1465.7	
T	-5.481237900	36.097294810	1258.7	
T	-5.369119500	37.470858390	1092.6	
T	-2.066513560	32.946306340	1213.7	
T	-4.129050350	37.944686640	687.2	
T	-5.885572341	35.149669124	843.0	
T	-9.493811750	34.021893750	481.3	
T	-4.541960390	29.902231030	1242.5	
T	-9.160844770	33.540512060	1373.2	
T	-6.814751010	38.997475090	125.5	
T	-6.901929590	39.199375340	53.1	
T	-6.957145870	39.093116210	122.3	
T	-3.208703730	37.176000420	1469.2	
T	-8.858150320	32.768359660	1528.5	
T	-10.301839350	35.828854240	1014.6	
T	-3.276800320	30.852109480	1304.4	
T	-3.867922260	32.423117660	1186.7	
T	-10.859718580	39.121473990	353.5	
T	-1.218609230	30.897325410	1325.0	
T	-1.369100020	33.963343980	1156.8	
T	-5.885572341	35.149669124	843.0	
T	-7.680869760	31.434159710	1861.7	
T	-3.264468510	37.656945170	1065.9	
T	-7.374517180	39.016278780	160.5	
T	-7.441235770	37.566776680	181.0	
T	-3.223007830	37.673775600	1053.4	
T	-2.146819270	34.686050480	1402.9	
T	-9.336578500	34.924372810	1751.3	
T	-5.885572341	35.149669124	843.0	
T	-1.620261540	34.006808090	1257.8	
T	-4.206306040	37.884475590	1474.8	
T	-3.276694720	37.249800960	1103.3	
T	-8.352093960	31.837299360	1622.0	
T	-8.409473770	36.626444350	302.7	
T	-5.885572341	35.149669124	843.0	
T	-9.085497950	33.545998880	1715.8	
T	-9.784798390	38.508595870	321.1	
T	-2.966879740	34.249721900	1389.2	
T	-8.640431910	34.752073260	1339.3	
T	-7.286362170	36.020332700	960.3	
T	-6.331264150	35.760805570	1127.9	
T	-9.382417620	34.552807410	2211.0	
T	-3.410995990	37.520549620	804.0	
T	-2.529273170	30.651139260	1578.7	
T	-8.901899660	32.855167350	1509.0	
T	-1.735041220	34.009903940	1528.3	
T	-7.284613580	36.020275000	961.8	
T	-3.780471460	32.281022570	1160.2	
T	-3.139658710	31.075230650	1215.8	
T	-10.848945510	39.502533040	363.7	
T	-8.064135030	36.800883930	268.6	
T	-2.642547370	33.408420570	1200.8	
T	-8.965323050	34.993547720	1603.8	
T	-7.490185990	36.874639530	715.2	
T	-2.836076470	31.458407060	1344.9	
T	-9.252246720	35.143908530	1614.5	
T	-4.904015350	29.616871800	793.4	
T	-4.720785400	34.195432400	1143.4	
T	-2.980116360	34.203772810	1363.7	
T	-2.843204640	33.517209280	1229.3	
T	-3.737423540	32.486843180	1235.5	
T	-10.509476610	38.987994020	310.0	
T	-10.353662180	40.131521330	57.0	
T	-7.836388560	31.301244070	1707.7	
T	-3.219435590	33.606544450	1283.6	
T	-4.928779900	38.474322960	1084.7	
T	-5.881293200	32.980363620	1159.6	
T	-4.176076280	37.920523630	1360.5	
T	-11.182857130	35.473382470	779.0	
T	-2.137494810	34.677964540	1370.7	
T	-1.966823750	33.828932990	1280.6	
T	-2.602074170	33.290242040	1157.1	
T	-8.770737090	34.380854490	1114.9	
T	-1.713250570	34.263968120	1259.1	
T	-1.779968690	31.598181400	1457.0	
T	-4.466129760	38.076122170	524.3	
T	-7.840534760	36.907027830	296.1	
T	-2.434826510	31.731750790	1153.5	
T	-3.904563880	33.181793340	1125.2	
T	-4.909174990	39.117219270	16.3	
T	-7.091050770	39.308055870	64.3	
T	-3.704432080	35.917754340	1001.8	
T	-7.583893580	31.265514870	1757.2	
T	-3.018069370	34.373709350	1407.7	
T	-5.972417920	34.050217530	1515.6	
T	-6.244021060	35.830182680	1200.4	
T	-2.009821600	34.331486830	1274.3	
T	-4.302670250	35.516781380	1633.1	
T	-3.273172340	34.008102000	1280.2	
T	-8.619214870	34.415529430	1066.7	
T	-1.754956470	31.606142620	1477.5	
T	-2.120026710	33.045904050	1167.8	
T	-1.189125090	31.769487180	1337.0	
T	-6.645674440	38.783621830	72.2	
T	-10.555628810	39.996344600	146.7	
T	-8.291188450	36.678395050	272.4	
T	-8.794281470	35.792538320	324.8	
T	-2.472248730	31.772398130	1187.6	
T	-1.670948300	31.015505560	1301.8	
T	-10.529439540	35.947896110	928.4	
T	-3.158490430	34.339407360	1358.3	
T	-6.641781270	39.096805680	88.7	
T	-5.816946240	37.503517930	691.0	
T	-3.390387040	32.200940800	1259.1	
T	-9.496880840	33.786401060	523.0	
T	-3.366612980	36.789672110	1310.1	
T	-1.162286960	31.820026910	1220.8	
T	-10.977724990	36.052295180	761.2	
T	-9.213812030	34.698700110	1958.0	
T	-10.683768090	38.937465890	453.9	
T	-9.164909020	33.543212640	1385.8	
T	-6.612589890	38.345267200	167.3	
T	-1.976127230	32.934780790	1189.2	
T	-6.973575790	39.288893660	75.3	
T	-7.096340740	39.433688400	29.2	
T	-10.733142780	34.864367240	1288.3	
T	-8.847169070	35.800102060	313.3	
T	-4.463242000	35.822118590	1261.3	
T	-9.487900820	33.967790040	485.7	
T	-3.524787410	36.828802980	974.7	
T	-4.235108510	34.789457100	1559.5	
T	-7.692285680	36.963106420	297.1	
T	-3.279296020	37.338148400	1142.8	
T	-5.906631030	38.235911720	365.5	
T	-1.837146180	34.713539700	1603.5	
T	-4.564190260	35.787116450	1218.9	
T	-2.826791010	33.317465280	1196.8	
T	-9.466752820	34.314409210	1860.0	
T	-8.317329740	36.682464870	283.8	
T	-7.822206570	35.616085980	1553.3	
T	-1.863738660	34.371245330	1427.4	
T	-1.619344850	31.615746400	1511.3	
T	-4.010892120	32.230135160	1193.1	
T	-3.533894090	35.369280910	1079.4	
T	-10.843851460	39.045388750	293.3	
T	-7.631065540	36.266491690	669.2	
T	-4.320017710	35.592573000	1541.9	
T	-3.737135520	35.965548350	1015.0	
T	-1.395377120	31.712812280	1212.2	
T	-3.310492070	37.341249980	947.5	
T	-4.449887740	37.196198630	1380.7	
T	-4.800662010	34.646308940	1490.6	
T	-3.435865720	33.947084010	1183.1	
T	-9.240610680	33.954184690	2370.2	
T	-10.517743180	38.675244800	386.0	
T	-8.521548150	36.516226730	326.2	
T	-1.498757560	31.552274110	1158.0	
T	-3.403767800	36.675967860	1320.2	
T	-9.195080210	33.677902790	1604.1	
T	-3.206671790	33.018696870	1222.9	
